,,X11BR047,X11BR043,X11BR049,X11BR023,X18BR010,X06BR003,X11BR074,X18BR017,X01BR017,X06BR006,X09BR005,X11BR017,X01BR015,X11BR025,X01BR001,X11BR031,X01BR032,X05BR045,X11BR053,X01BR027,X14BR008,X18BR002,X03BR013,X11BR032,X21BR010,X03BR004,X11BR003,X11BR028,X18BR004,X20BR005,X11BR073,X11BR009,X18BR019,X20BR001,X09BR007,X11BR020,X20BR002,X11BR019,X20BR008,X01BR033,X11BR022,X11BR013,X03BR010,X20BR007,X11BR030,X18BR007,X11BR050,X05BR001,X11BR014,X22BR005,X11BR010,X01BR031,X11BR011,X03BR005,X18BR003,X11BR024,X05BR016,X01BR030,X01BR018,X05BR042,X11BR054,X05BR044,X11BR006,X14BR005,X11BR044,X11BR016,X11BR055,X06BR005,X11BR042,X11BR018,X05BR009,X01BR025,X11BR015,X11BR040,X11BR004,X01BR043,X05BR003,X05BR029,X05BR043,X05BR026,X11BR056,X11BR038,X11BR036,X18BR009,X18BR006,X22BR006,X11BR072,X11BR027,X01BR040,X11BR059,X11BR051,X05BR038,X11BR060,X09BR004,X11BR075,X03BR002,X16BR012,X06BR014,CPT001846,X18BR016,X05BR005,X13BR009,X11BR080,CPT000814,X01BR042,X15BR003,X14BR014,X11BR058,X11BR012,X01BR009,X01BR008,X21BR001,X21BR002,X01BR026,X05BR004,X03BR006,X01BR023,X01BR020,X20BR006,X09BR001,X03BR011,X01BR010
CHAMP1,S572s ,-1.5345,-0.5809,-1.1703,-0.3426,-2.056,-1.7497,1.1864,-1.077,2.2362,-1.327,-0.9391,-0.1618,1.1991,-1.4134,2.9961,-0.4147,-0.4586,-1.2841,-0.8901,3.2075,-1.031,-0.7723,-0.4402,-0.8052,1.2049,-1.6896,-0.984,-0.215,2.1149,0.1177,-2.4596,-1.255,-0.0801,-1.3873,-1.1296,-1.4846,,,,,,,,,0.5442,-0.6636,-0.6954,-0.7803,-0.4858,-1.0808,-2.2338,1.0431,-1.518,-2.4305,-1.5630000000000002,-0.9535,2.319,-0.6491,0.4207,0.0776,-0.6363,-1.171,-1.2657,-0.9138,-0.1025,-1.0649,-1.3947,1.8824,-0.5267,-1.601,-1.41,-1.8738,-2.0873,1.173,-0.6767,-1.4684,-2.7249,1.4656,0.7317,-0.7374,-0.711,-1.3019,-0.5809,-0.9062,0.6547,-0.8755,-0.4985,-1.9,-0.8694,-0.7557,-1.7706,-1.1693,-0.6764,-0.5917,-0.7971,-0.1763,1.0599,-0.4098,-0.4229,-1.5849,-1.1951,,,,,,,,,-0.5602,0.1951,0.0044,-0.4629,1.2291,0.3822,1.4633,-0.2144,2.735,0.4894,-1.1305,-0.3811,-0.0021
CLU,S133s ,1.4419,-1.6553,-2.1314,-2.5184,-1.3725,1.3217,-0.2587,2.7799,2.5215,-1.1856,-1.3925,-0.0464,-0.8027,-1.4269999999999998,3.5494,-2.1219,-0.0504,1.8484,-1.0954,3.1904,-2.0747,-0.349,-0.3808,0.5739,1.0925,-1.1307,-1.3219999999999998,-3.9299,-1.3401,-2.405,-2.2312,-1.4097,-1.7522,-1.43,-2.8712,-3.4382,-1.6358,-1.0583,-0.9875,-0.9686,-1.5454,-0.7098,-1.1621,-3.0691,2.6821,-2.1645,-3.2048,1.1242,0.239,-3.9388,-2.4475,1.8879,-2.8303,-0.9384,0.3707,-1.439,-1.0589,1.9179,3.2558,-2.5316,-1.3761,0.4752,-0.7327,-1.3509,-0.2238,-1.9195,-0.5836,3.728,-1.1585,-0.6134,0.1568,2.3537,0.2389,-0.5801,-1.0162,0.2451,-1.742,0.0451,2.197,-2.5834,-0.5936,-3.5860000000000003,-1.4551,-3.7178,-2.0073,-4.8767,-1.7502,-1.5742,-1.8094,-1.4563,-0.7659,-2.6630000000000003,-1.6066,-3.2816,-1.6737,2.0452,-0.4613,-2.0096,-1.4437,-1.4533,-0.9116,-0.3199,-0.3118,-3.6498,1.5601,-1.4089,1.7131,-0.5135,1.0517,0.1729,2.0508,-0.6964,-0.184,3.3972,-0.5466,-1.1121,0.8403,1.754,3.2224,-2.3231,0.7366,0.2706
DOT1L,S834s ,-1.2774,1.2569,-0.3848,1.8887,0.0826,0.7242,-0.1816,-0.7955,1.0814,0.1533,0.7524,0.4769,1.1434,-2.2195,0.4446,-0.506,-0.5661,-0.579,,,,,,,,,,-0.0597,-0.3169,-0.3839,0.7129,-0.4116,-2.2649,-0.306,-2.0982,-0.6993,0.5043,0.2188,-0.2382,-0.5075,-0.0774,-0.0881,-0.8149,0.4196,0.8751,0.351,-2.1249,0.6912,-1.1107,-0.5521,-0.997,0.4107,-1.2684,-0.8493,0.2374,1.0309,0.5042,-0.3056,0.6118,1.102,0.9931,0.2212,-0.1746,-0.2335,1.7035,0.1363,-0.8079,-0.6356,0.216,-2.2036,-0.8436,-0.6471,-0.7062,-1.2837,-0.3949,0.7172,-0.0962,0.929,0.5147,-0.7285,-0.9031,-0.1599,2.8348,-0.1362,0.4265,-1.6022,-1.1408,-1.0049,1.5776,-1.0341,-1.4219,-0.7302,-0.2272,1.0791,0.2156,-1.4937,0.8221,-1.3456,0.406,-1.971,-1.0691,-0.1834,0.5069,-0.3103,0.1523,-0.8455,-1.1784,-0.4253,-1.0384,0.8305,1.1063,-0.1513,-1.7958,-0.5261,-0.9509,2.2814,-0.3994,0.2117,1.3291,-0.348,0.7999,0.0057
DPF2,T176t ,-0.7726,1.267,-0.1897,1.4219,-0.5044,0.3174,-1.241,-0.9818,-0.5826,-0.3305,-0.0644,-0.3113,-0.3912,-0.8653,1.0588,-0.5006,-0.7401,1.1085,-0.6602,0.4446,-1.1655,-1.3284,-1.9711,-1.6709,-2.6169,-1.8001,0.3052,0.196,-0.8273,0.4346,0.1862,-1.0557,-1.2277,-1.764,-2.5204,-0.625,1.4608,-0.6192,-0.5362,-0.7763,-0.8353,-2.8973,-1.6524,0.0238,-1.4871,0.083,-1.5751,-0.8409,-1.4493,0.2935,-1.1057,0.5981,-1.5964,-0.3937,-0.39,0.3559,-1.2835,-0.9882,1.357,1.1441,0.494,-1.2824,-0.5458,0.3828,0.0477,1.6840000000000002,-0.6597,-1.3116,-0.3471,-1.2476,-0.7585,-0.1358,-0.6775,-0.5725,-1.0737,0.8047,-1.4735,1.8387,-0.1868,-0.4737,-1.8592,-0.6906,0.4893,-0.6829999999999999,0.32,-1.8009,-0.2885,,,,,,,,,-0.7396,-0.1753,-0.9309,0.1598,-1.3789,-0.9557,-0.6015,1.096,2.239,1.3747,-1.1887,-0.1109,-1.7865,-1.2419,0.0414,1.0301,-0.1669,-1.6061,0.5142,-1.4928,0.1404,-0.3334,2.1699,0.8069,0.4265,0.6904,-0.5524
DYNC1LI1,S421s ,-1.8058,2.4424,-1.1313,-0.2202,-1.8547,-0.7298,-1.7984,-1.7112,-0.4308,-1.0905,-1.5115,2.4175,-0.1769,0.0243,-0.13,0.1293,-1.1767,-0.5154,-0.0858,1.0474,-1.0635,1.0687,0.2362,-1.3518,-1.4142,-0.3855,-0.8931,0.3691,0.7752,1.7286,-0.5307,-1.4273,-1.4446,-0.5637,-2.6731,-0.9414,0.2191,0.1012,0.3904,-0.825,-1.6891,-0.8023,-1.0005,0.5967,-0.9115,-0.7919,-3.5576,-0.2537,-2.6708,-3.4466,1.0665,2.2208,-2.0477,-0.5028,-2.274,0.9616,0.0569,-0.2936,1.4925,1.8501,1.4089,1.123,-0.7189,0.2051,1.6456,2.0013,-1.3046,0.0477,1.0133,-1.6183,-0.774,-0.575,0.4182,-0.7363,0.3515,-0.3468,-1.263,0.0653,1.6502,-2.7545,-1.9125,-0.8162,2.8026,-0.9806,0.4439,-0.4712,-1.79,-0.6361,-0.3794,-0.43,-0.3003,-0.0643,-0.317,0.4518,-0.4275,-2.322,-0.7938,-0.9361,-0.3433,-1.0205,-1.3842,-1.0861,2.5546,1.5929,0.9968,-0.3883,-2.3893,0.8092,0.2462,1.281,1.1523,-1.5531,-1.1631,0.3162,-1.4363,0.5043,-0.7552,0.1454,-0.1656,-1.6108,-1.4079,-0.861
EHD1,T468t ,-1.9667,-0.0336,-1.3246,1.0154,-0.7223,-0.3094,-0.723,-1.6577,1.2486,-0.4863,-1.259,0.0641,0.1918,-2.013,1.0405,-1.0518,-0.949,-0.7231,,,,,,,,,,0.2704,-1.1118,-0.2646,0.8419,-1.19,-2.6356,-3.2708,-1.819,-1.2292,-0.529,-2.1583,-1.5533,-0.1242,-0.0568,-2.9,-1.5064,0.0652,0.0689,-1.236,-1.7983,-0.2409,-2.2815,-0.6569,-0.1229,2.0017,-1.1803,-0.6618,-1.0476,-0.3834,-1.5117,-0.7601,0.2296,1.7494,-1.2551,-0.079,-2.0082,-1.2324,1.4176,2.2061,-2.0736,-1.1525,0.5753,-2.1153,-1.0291,1.2377,-2.0113,-2.2558,-0.8494,1.7657,-0.5271,1.5676,1.695,-2.7082,-2.6637,0.3971,0.0148,-0.6345,-1.0055,-2.5502,-1.1888,-1.4854,2.4406,-1.7092,-1.371,-0.6897,1.755,2.4678,-2.6063,-1.203,-2.9856,-1.1784,1.7332,-1.952,-2.331,-0.296,-0.4153,1.1035,1.9711,-0.8132,-0.3261,-0.4702,-2.1282,-0.8293,0.7285,-1.0114,-2.2953,-0.1211,-1.6145,0.901,-1.0557,1.4823,2.2712,-0.8121,-1.0841,-0.1268
EIF3H,S183s ,-1.6559,-0.3749,-1.6845,1.1738,-1.3941,0.366,-0.8146,-1.5308,0.2502,-0.1968,-0.4551,1.7771,-0.6413,-0.2338,-0.1178,-1.0589,-0.3684,-1.0657,-0.725,1.0698,-1.7524,-0.6046,-0.9691,-1.6654,-1.2868,-0.6742,0.5564,-0.338,-0.4458,-0.0352,0.2307,-0.1634,-1.7305,-1.8723,-1.6497,-1.6275,0.3036,-1.039,-1.4175,-1.3927,-1.9902,-0.4092,-1.4993,1.2051,-0.0111,-1.4026,-1.7868,0.1279,-1.8773,-1.1333,-0.4435,1.3793,-1.1131,0.203,-1.3569,1.7364,-0.4894,-0.7721,0.7646,2.6988,0.397,-0.5292,-0.606,-0.3167,-0.1568,1.875,-1.7812,-0.2198,-0.3713,-0.9068,-1.5314,-0.2212,-0.8797,0.1296,0.2423,0.5878,-2.2708,1.6684,0.9733,-1.1989,-1.2595,-1.015,1.4022,-1.2315,-1.3749,-1.6772,-1.8874,-1.3131,0.0306,-0.672,-1.026,-0.374,0.3377,1.6659,-0.9959,-0.6866,-1.3046,-2.1107,-0.61,-2.2273,-1.296,0.366,1.7453,1.5641,-0.1264,-1.1256,-1.578,-1.3081,-1.2033,0.0641,1.8587,-1.7452,-1.7519999999999998,-0.2776,-1.4102,1.5682,-1.7486,-0.7552,2.0467,-2.1356,-0.5152,-1.6607
FBLN2,S578s ,1.0508,-0.0235,-1.3139,0.3381,-0.1353,2.5382,1.6521,0.6394,4.4692,0.5566,-1.325,3.669,0.939,-2.6188,4.3816,-1.0249,-2.7713,1.3344,,,,,,,,,,-1.6275,-0.8234,-1.6723,-0.5942,-2.2694,-0.4606,-2.2139,1.0391,-1.4293,3.6075,-0.2352,-1.0617,0.8888,1.3325,-1.8321,-1.0218,-1.4488,1.4696,0.0505,0.0825,2.9222,1.2576,-0.2421,-1.4052,0.1815,-0.601,0.4117,1.5242,-0.7589,-0.9763,3.0131,-0.1578,0.6258,0.2584,,,,,,,,,,0.074,0.262,0.6147,-0.4224,0.3197,1.8496,-0.8454,0.3577,1.5663,-0.3864,-1.5988,-3.209,-0.7988,-2.6607,-0.4166,-1.6231,-0.191,-0.5365,-0.3646,-1.2579,-0.6057,1.2391,-0.6264,-1.0099,-1.1119,1.7787,2.583,-2.2745,-0.7101,1.9559,1.9902,1.1185,-0.0521,-3.8784,-0.1075,-0.8932,0.4732,-0.1989,0.4445,2.6899,2.3508,0.669,2.8044,4.4328,1.5183,1.1502,0.8815,2.7248,0.1077,-1.1062,0.009,2.7195
FKBP3,S152s ,-1.432,1.1297,-0.0302,-0.785,-0.3631,1.5202,-0.9529,-0.8213,0.9188,-0.0941,0.5708,-0.2837,1.4248,-1.6897,0.216,0.2027,1.0047,-0.8792,-1.619,1.3739,-3.5265,-0.6627,-0.6507,-1.372,-2.512,0.5561,-6.7218,1.1134,0.1972,-0.1042,-0.1035,0.8808,-1.3992,-0.852,0.7099,-0.5811,0.0623,0.1101,0.2119,0.7347,0.696,-0.0269,-1.0416,0.5278,0.0501,-0.8340000000000001,-2.8716,1.9498,-1.5373,0.7083,-0.9743,0.3454,-0.737,0.2856,-0.7508,0.0108,0.179,-0.6191,1.3344,2.5651,1.2628,-0.2498,-0.4104,-1.655,-0.1405,-0.1532,-0.9701,-1.3152,-0.0282,-2.1626,0.7398,0.8613,-0.1512,-1.0168,0.1609,1.0803,-2.0851,0.9257,2.4602,-1.0136,-1.4174,-0.8162,2.7484,0.0074,1.5434,-2.4457,-1.3714,,,,,,,,,-0.7879999999999999,0.512,-1.0738,1.0008,-0.6344,-1.1731,0.7773,0.7648,2.5029,2.1932,0.4644,-0.1314,-0.2696,-1.8544,0.0928,0.1459,-2.1692,-2.6162,-1.8303,-1.4827,-0.6531,-2.584,1.3139,1.1245,-0.1631,0.7582,-0.8501
FLNB,S983s ,-1.779,2.7473,-0.8476,0.2744,0.2854,-0.0233,-1.7649,-1.735,-0.19,-1.1977,-0.0981,1.2083,-1.6243,0.2733,0.722,-2.2132,-0.979,-0.6912,-0.8441,0.9211,-2.5715,-1.1242,-1.0231,-2.8116,-3.0497,0.8652,-1.5718,-1.6728,0.1105,-1.3684,-0.8882,-2.3006,-2.5823,-2.3466,-1.5661,-0.9985,-0.0683,-0.2992,-0.7663,-1.1952,0.1194,0.4832,-0.36,0.0967,-2.3247,-1.259,-3.4624,-0.9179,-0.6096,-0.2171,-2.4457,2.8013,-0.745,-2.0606,-1.4262,-0.4104,-0.3043,-1.3288,-0.0032,1.3078,0.2029,0.2702,-0.359,-1.0115,1.7796,2.3062,-1.1523,-2.0057,0.6439,-2.1153,-1.6198,0.5116,-1.495,-2.6865,-1.8598,1.1138,-0.973,-0.0591,-0.5701,-1.7869,-2.6274,-1.8982,0.2676,-1.0654,1.5326,-1.9577,-1.4537,-1.0749,2.1208,-1.2324,-0.4002,0.0733,-0.7822,1.0771,-1.2307,-2.4765,-2.8054,-0.6904,-0.3771,-3.7008,-0.1523,-0.8711,0.4712,2.7124,0.6531,-1.1718,-0.6779999999999999,-0.3659,-0.8541,-0.0886,2.3968,-1.6829,-1.5405,-0.0045,-2.1435,1.2715,-1.2537,0.5179,-1.381,-1.8806,-1.5143,-1.9117
FN1,T2256t ,0.2164,0.8469,-1.7821,-1.5929,-0.5327,-1.3527,0.8196,-1.0948,3.2806,-1.5324,-0.7879,-0.1683,3.3952,-0.5647,5.6665,-0.0157,-0.7022,-0.0802,-0.4632,1.0948,-0.4204,0.642,1.2959,-1.0107,0.5811,-0.8154,-0.6486,-2.197,1.047,2.5509,-1.1779,-1.2401,-0.5356,-1.4025,-2.029,-1.13,0.4308,-1.6865,-0.0446,0.3263,-0.5017,-0.986,-1.06,-0.7499,1.7002,-1.1001,-0.5920000000000001,-0.228,-0.1562,-1.4911,-0.9392,0.3053,-0.3674,-0.4117,-0.3527,-0.7775,-0.6044,0.4791,-1.2697,-1.2743,-0.9716,-1.749,-0.8581,-1.7302,-1.0581,-0.013,-0.7638,2.4898,-1.988,-0.9416,-0.6084,-2.2449,-0.5083,-1.0244,-0.8792,-1.1976,-1.5879,-0.6394,,,,,,,,,,-3.1019,-2.0596,-0.8139,-0.3889,-1.5094,-1.1854,-2.0513,-1.4242,-0.467,1.4221,-1.1749,0.9767,-1.0274,-0.3744,0.395,0.1455,-1.1884,-1.1267,-1.0148,0.6423,0.074,0.1058,0.6219,-0.097,0.1135,0.3594,1.9886,0.2243,0.1748,-0.04,2.4046,1.7519999999999998,0.4764,-0.1868,1.1062
FOXK1,S213s S223s ,-1.8578,0.3986,-0.7288,2.0568,-0.7439,-1.6388,-1.6049,-0.6944,1.6488,-0.6995,-0.1351,0.9531,-0.5355,-1.4269999999999998,0.9216,-0.8764,-0.7006,-0.9065,0.8035,2.2097,-2.0865,0.6072,-1.3919,-0.6292,-2.9541,-1.2597,0.3934,-1.0644,-0.8119,1.048,0.3703,-0.2488,-1.9474,-1.9226,-1.287,-1.7038,1.5475,-1.4572,-0.5777,0.4119,-0.7412,-0.6581,-1.4866,0.8153,-0.1256,-0.1314,-2.2939,0.1389,-2.3233,-1.564,-0.4943,2.1790000000000003,-1.0347,-1.3739,-1.6643,1.5926,-1.6375,-1.1937,1.119,2.3367,-0.7699,-1.9183,-1.6244,-1.3941,-1.3476,1.0265,-1.7291,-2.4848,-1.6833,-2.4907,-2.0559,-0.6164,-0.6201,-1.9722,-1.7625,2.1288,-0.8719,1.9922,-0.1174,-1.8351,-2.7235,-0.7731,0.2186,-1.8423,-0.7448,-2.0989,-3.0458,-1.1018,1.511,-0.7666,-1.3804,-1.1248,-0.1973,0.8822,-0.7984,-2.5567,-0.218,-1.1452,1.3942,-2.8246,-2.0647,-0.0589,0.6518,2.2374,1.279,-0.9163,-0.6933,-0.207,-1.8123,0.1079,0.7221,-0.7241,-2.66,-0.8253,-1.5566,1.383,-1.9572,1.3075,0.039,-1.3774,-1.6083,-1.204
HEBP2,S181s ,-2.0156,-0.6940000000000001,-2.8637,1.5835,-1.5388,0.8759999999999999,-1.2454,-2.1809,-1.469,0.7554,-0.8571,1.9754,-0.1212,-0.7985,-0.1834,0.8469,-0.8967,1.7574,-0.5752,1.8978,-0.379,1.2745,0.4072,-0.8052,-0.4287,0.1344,0.8783,1.2412,-0.8604,-1.2882,0.3639,-0.634,-1.4288,-1.4224,-0.6238,-1.1167,0.7303,-0.3558,-0.0308,-0.5708,-1.0509,0.0003,-0.727,0.8172,0.5881,0.0735,-1.7458,0.5811,-1.1793,-0.3857,-0.1212,0.4692,-0.3466,0.3036,-0.9783,1.9546,0.6659999999999999,-0.2665,1.7861,3.7187,0.3479,1.0086,-2.1637,0.6661,1.1009,-0.5197,-1.5449,-1.2267,-0.8396,-0.9542,-0.18,-0.2933,-2.0357,-0.3541,-0.9169,-0.6368,-1.2216,1.3962,1.2727,-0.953,-1.2403,0.504,0.9677,-0.9027,0.6069,-1.949,-1.1477,-1.2822,-0.9938,1.801,-0.6151,-0.1594,-0.2072,1.4506,-0.3408,-0.2066,0.4748,-0.7671,-0.9985,-1.4533,-1.7969,-0.0418,-0.4605,3.6432,1.8318,0.7892,-2.1023,-0.3867,-1.5069,-1.8754,0.5793,-0.7362,-3.0210000000000004,-1.2335,-2.2,-0.6137,-1.771,0.9656,0.5413,-1.8509,0.9941,-1.734
HIST1H1E,T4t ,-2.7727,0.0956,0.8777,-0.2055,-1.0998,-2.4719,-3.0005,1.894,1.5675,-1.5391,-2.1755,-1.9837,-1.8844,-1.4088,1.1381,-0.3789,-3.8217,-2.4,0.9462,-0.0069,-1.6578,-0.7325,-1.2425,-2.465,-3.0459,-0.1071,0.8409,-1.1081,-3.5167,-0.2627,-0.26,-1.2008,-3.9587,-4.8782,-3.8445,-1.0977,-1.4943,-0.8187,-2.2071,-1.4942,-2.3718,-0.3507,-1.8252,-0.2735,-0.5115,-2.4345,-2.9077,-0.1804,-3.2807,-1.017,-2.938,2.7093,-1.3996,-1.1673,0.1503,-1.6437,-1.4614,-0.7962,4.1957,3.2921,-0.6905,-2.2021,1.6577,-1.2004,1.6999,3.2579,-2.3059,-0.8055,-3.2939,-2.9577,-2.6588,-2.2916,-1.4419,-3.971,1.866,0.873,-2.221,0.4058,0.1632,-2.3732,-2.9433,-1.4463,-1.0502,-1.0429,-1.3032,-4.2737,-2.9045,-1.1045,-0.5748,-0.49,-1.7706,-1.7199,-0.888,1.0974,-0.8464,-2.9504,-3.1342,-4.1531,-0.774,-5.2279,-4.1095,-2.5143,-1.4279,0.4222,0.1488,-2.9974,-1.648,-2.5233,-5.0465,0.4193,2.1079,-2.2903,-4.609,-0.7732,-3.6287,1.0699,-1.6343,0.3865,-1.3107,-2.5403,-2.5503,-2.4463
HMGA1,T39t T53t ,-3.0172,-0.2638,-2.0498,0.8865,-1.1929,-4.0854,-1.3545,-1.9391,1.4372,-0.0013,-1.6626,1.1498,1.1848,-1.6593,3.3436,-1.73,-1.0945,-0.8156,-1.6874,4.1921,-0.9496,-0.3822,-1.4872,-2.2156,-1.0563,-2.3303,-1.1042,-0.469,-3.4517,-0.1471,-0.112,-3.5102,-3.9054,-3.6841,-1.5232,-2.8817,-0.0518,-1.298,0.0786,-1.1952,0.4548,-0.7193,-1.6935,1.2189,-2.2494,-0.3382,-4.0335,-1.0243,-3.4209,-0.5019,-2.3249,3.253,-2.9455,-1.5477,-2.8978,3.3435,-2.9833,-1.7864,-0.3281,2.8069,-1.3143,,,,,,,,,,-3.4902,-0.7178,-2.8503,-4.5579,-4.1206,-0.0305,-3.3066,0.3207,0.2095,-1.7085,-3.9527,-1.8138,0.2766,-1.3041,-2.5093,-2.5119,-0.6151,-3.8946,-0.9419,-4.1531,-2.4662,-1.987,-1.5946,0.3402,-2.4675,-2.5794,-2.577,-3.165,-1.1577,-2.9424,-2.9406,-1.1407,0.2604,1.8791,1.1019,-0.9548,-1.0076,-1.8716,-2.9775,-1.6880000000000002,3.6286,-2.9739,-1.8833,-0.5445,-1.6899,-0.035,-0.4406,2.5717,0.8131,-1.5662,-2.0631,0.0914
HMGA1,T42t ,-2.4446,0.9338,-0.9132,1.6259,-1.1197,-2.069,-1.7576,-1.287,-0.8188,0.0473,0.5659,0.3826,0.6604,-2.5793,-0.3175,-1.9304,-0.5424,-2.1013,-1.4669,1.0948,-1.6829,-1.6887,-2.5342,-1.8176,-2.349,-1.2249,0.0514,0.4872,-1.0123,-0.7922,1.2607,-2.0958,-2.3457,-1.3964,-2.8783,-1.5475,,,,,,,,,0.0014,-1.5519,-2.6484,-0.7932,-0.4322,1.0866,-1.1967,2.2626,-1.7437,1.5404,-1.8901,1.5029,-1.6447,-1.6303,-0.785,2.0108,-0.0516,0.3088,-2.6453,-0.2431,0.5128,1.6455,-1.1584,-0.9031,-0.8618,-2.781,0.1281,0.7705,-1.5767,-1.1943,-1.7605,-0.3792,-0.1061,2.0863,-1.0634,-1.5482,-4.1981,-3.7697,1.0825,-4.1781,-2.531,-1.6684,-2.1276,-2.4922,-2.0907,-1.9949,-0.7621,-0.7403,-0.5466,1.4263,-1.128,-2.422,-0.5041,-1.3666,-1.7007,-3.3181,-2.6256,0.0043,0.4881,-0.6894,-0.1878,-1.863,-1.4858,-1.9245,-3.7321,-0.9775,1.5587,-1.4371,-1.5186,-0.3773,-0.8408,0.583,-0.9603,0.7972,0.2878,-0.75,-0.7619,-0.7878
HMGN4,S80s ,-1.495,-2.0895,-0.3493,-2.0728,-3.3547,-5.1151,1.4774,-0.7995,-0.098,-1.0254,-1.4906,-1.9772,1.2648,-1.1006,4.9638,-2.827,-0.3272,1.0539,-0.4998,1.2067,-1.3045,-0.3905,0.0869,-2.0854,1.0719,-2.3528,-0.3093,-3.2972,2.9365,1.1189,1.7704,-2.3535,-2.0499,-0.8642,-2.0051,-4.7286,-0.7538,-0.3528,-1.8752,0.6108,-1.8979,-0.6132,-0.1687,1.3173,0.3434,-2.4823,-1.3699,-3.1398,-1.934,-3.3007,-2.6349,1.2003,-2.7263,-0.8356,-1.0334,-0.1939,-0.7122,1.5488,-1.5841,-1.3359,-1.9003,-2.0164,-0.6173,-2.2937,-0.2401,-0.2548,-1.9494,2.6362,-2.4442,-1.4716,-0.6327,-1.9445,-1.9152,0.624,-2.0642,-0.8094,-2.8674,3.5315,-0.0422,-2.113,-1.1442,-2.2883,-0.4042,-1.8111,-1.1446,-1.7887,-1.8586,,,,,,,,,-0.8047,1.1639,-1.6907,-1.8238,-1.7148,-2.4728,-0.6356,-1.601,-2.6326,-1.8306,-1.9276,-0.7343,-0.3932,-0.1732,1.1495,0.6237,0.0668,-0.4994,1.6189,0.3504,0.265,1.1396,1.7476,0.865,-1.2559,0.0768,-0.8018
HNRNPK,S216s ,-3.6544,0.7076,-1.2572,2.6282,-1.4606,0.4069,-2.43,-2.1195,1.3866,-0.8078,1.3377,-0.2935,0.5032,0.2004,-0.3663,-1.1806,-1.1435,0.5763,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8017,-0.5966,-5.3481,0.7407,-3.6208,0.5920000000000001,-0.9392,1.0397,-1.2828,-3.3927,-3.1449,0.7061,-2.4784,-1.9064,1.7757,2.5846,-0.9438,-0.6748,,-0.1583,1.0991,1.0942,-1.2725,-0.6772,0.4441,-2.3014,-2.8598,-1.4333,-0.6115,-2.2664,-2.6914,1.816,-0.5089,1.9104,1.2452,-2.252,-5.4402,-0.1899,2.5305,-2.6191,-1.3554,-4.4916,-5.5836,-2.4141,2.5694,-0.843,-1.3955,-1.1046,-1.1914,1.6862,-0.1286,-2.2705,-0.0769,-2.7328,-0.2721,-4.1475,-3.1627,-1.0605,1.1901,3.7296,1.1668,-1.6936,-2.5566,-3.0610000000000004,-3.3127,-0.2519,3.335,-0.044,-2.8751,0.0723,-2.0377,2.0617,-2.4521,1.2259,0.7535,-1.9251,-1.1458,-2.5258
ILF3,T592t ,-2.2537,1.479,-0.7164,1.4072,-0.862,0.3582,-1.3691,-2.0362,0.6198,-0.0687,0.9599,-0.2593,-0.3169,-2.0115,0.3912,-0.4881,-1.1166,1.057,,,,,,,,,,-0.6518,-0.4713,1.3818,-1.0087,-0.4997,-2.2925,-2.1147,-1.8739,-1.9858,0.6667,-0.4674,-1.3572,-0.1808,-0.6214,-0.3548,-1.539,0.325,0.1708,-0.8014,-2.6418,0.5884,-1.9057,-0.8506,1.3153,2.1556,-1.0955,-1.5816,-0.7490000000000001,-0.292,0.0964,-1.5448,1.4248,1.8471,-1.7831,-0.5618,-1.4037,-0.9314,1.6312,1.8565,-0.3753,-0.3337,0.107,-1.7177,-1.6385,-0.5122,-0.6316,-1.7584,-2.0086,0.4057,-2.2194,1.394,1.8744,-2.6387,-1.2381,-0.6531,2.0134,-1.9409,0.5026,-2.4805,-3.6799,-1.1355,1.4014,1.0186,-0.027,-0.0016,0.7709,1.3471,-1.8591,-1.1257,0.2538,-1.0145,-0.1165,-2.8558,-1.8978,-0.1493,0.9718,4.0462,1.5212,-0.9779,-0.4713,-0.1155,-1.7649,0.1291,2.4064,0.0304,-1.659,-0.3773,-1.6363,1.2518,-0.9909,1.4121,0.4268,-0.0403,0.0043,-1.4004
